size,sdscale,partition_type,time
9,6,p1,1
9,6,p2,1
9,6,p1,0.7299999999813735
9,6,p2,0.7299999999813735
9,6,p1,0.9799999999813735
9,6,p2,1.0100000000093132
9,6,p1,0.75
9,6,p2,0.75
9,6,p1,0.8799999998882413
9,6,p2,0.8600000001024455
9,6,p1,0.75
9,6,p2,0.75
9,6,p1,0.75
9,6,p2,0.75
10,1,p1,0.3799999998882413
10,1,p2,0.42000000015832484
10,1,p1,0.22999999998137355
10,1,p2,0.25
10,1,p1,0.22999999998137355
10,1,p2,0.4100000001490116
10,1,p1,0.3799999998882413
10,1,p2,0.43999999994412065
10,1,p1,0.4299999999348074
10,1,p2,0.44999999995343387
10,1,p1,0.4100000001490116
10,1,p2,0.43999999994412065
10,1,p1,0.42000000015832484
10,1,p2,0.4199999999254942
10,1,p1,0.4899999999906868
10,1,p2,0.3899999998975545
10,1,p1,0.3899999998975545
10,1,p2,0.39000000013038516
10,1,p1,0.13000000012107193
10,1,p2,0.13999999989755452
10,2,p1,0.43999999994412065
10,2,p2,0.4599999999627471
10,2,p1,0.6999999999534339
10,2,p2,0.7099999999627471
10,2,p1,0.6799999999348074
10,2,p2,0.7000000001862645
10,2,p1,0.6899999999441206
10,2,p2,0.6700000001583248
10,2,p1,0.5500000000465661
10,2,p2,0.5300000000279397
10,2,p1,0.43999999994412065
10,2,p2,0.43999999994412065
10,2,p1,0.8500000000931323
10,2,p2,0.8600000001024455
10,2,p1,0.5600000000558794
10,2,p2,0.5800000000745058
10,2,p1,0.9399999999441206
10,2,p2,0.9799999999813735
10,2,p1,0.6999999999534339
10,2,p2,0.6900000001769513
10,3,p1,0.6999999999534339
10,3,p2,0.7600000000093132
10,3,p1,0.5699999998323619
10,3,p2,0.5600000000558794
10,3,p1,0.6899999999441206
10,3,p2,0.7000000001862645
10,3,p1,0.8000000000465661
10,3,p2,0.840000000083819
10,3,p1,0.5600000000558794
10,3,p2,0.5600000000558794
10,3,p1,1
10,3,p2,1.040000000037253
10,3,p1,0.9200000001583248
10,3,p2,1.1799999999348074
10,3,p1,0.9000000001396984
10,3,p2,0.9299999999348074
10,3,p1,0.909999999916181
10,3,p2,0.8300000000745058
10,3,p1,1.0800000000745058
10,3,p2,1.1200000001117587
10,4,p1,0.8000000000465661
10,4,p2,0.7900000000372529
10,4,p1,1
10,4,p2,0.9899999999906868
10,4,p1,0.5499999998137355
10,4,p2,0.5300000000279397
10,4,p1,1
10,4,p2,0.9799999999813735
10,4,p1,0.9400000001769513
10,4,p2,0.9399999999441206
10,4,p1,0.6700000001583248
10,4,p2,0.6499999999068677
10,4,p1,0.8799999998882413
10,4,p2,0.7900000000372529
10,4,p1,0.75
10,4,p2,0.75
10,4,p1,0.75
10,4,p2,0.75
10,4,p1,1
10,4,p2,1
10,5,p1,0.8599999998696148
10,5,p2,0.8700000001117587
10,5,p1,0.7399999999906868
10,5,p2,0.909999999916181
10,5,p1,0.8800000001210719
10,5,p2,0.8700000001117587
10,5,p1,0.75
10,5,p2,0.75
10,5,p1,0.8899999998975545
10,5,p2,0.8800000001210719
10,5,p1,0.75
10,5,p2,0.75
10,5,p1,0.8799999998882413
10,5,p2,0.8699999998789281
10,5,p1,1
10,5,p2,1
10,5,p1,1.1400000001303852
10,5,p2,1.1299999998882413
10,5,p1,0.7299999999813735
10,5,p2,0.75
10,6,p1,0.8900000001303852
10,6,p2,0.8600000001024455
10,6,p1,1.0200000000186265
10,6,p2,0.9799999999813735
10,6,p1,1.1299999998882413
10,6,p2,1.130000000121072
10,6,p1,1
10,6,p2,1.159999999916181
10,6,p1,0.8700000001117587
10,6,p2,0.8700000001117587
10,6,p1,0.8799999998882413
10,6,p2,0.8599999998696148
10,6,p1,0.75
10,6,p2,0.75
10,6,p1,0.8600000001024455
10,6,p2,0.8799999998882413
10,6,p1,0.8799999998882413
10,6,p2,0.8799999998882413
10,6,p1,1
10,6,p2,1
11,1,p1,0.11000000010244548
11,1,p2,0.1299999998882413
11,1,p1,0.3799999998882413
11,1,p2,0.3899999998975545
11,1,p1,0.3600000001024455
11,1,p2,0.39000000013038516
11,1,p1,0.3799999998882413
11,1,p2,0.36999999987892807
11,1,p1,0.3799999998882413
11,1,p2,0.38000000012107193
11,1,p1,0.3700000001117587
11,1,p2,0.3700000001117587
11,1,p1,0.3799999998882413
11,1,p2,0.36999999987892807
11,1,p1,0.38000000012107193
11,1,p2,0.3700000001117587
11,1,p1,0.3700000001117587
11,1,p2,0.36999999987892807
11,1,p1,0.25
11,1,p2,0.25
11,2,p1,0.8700000001117587
11,2,p2,0.8700000001117587
11,2,p1,0.3700000001117587
11,2,p2,0.3799999998882413
11,2,p1,0.75
11,2,p2,0.7399999999906868
11,2,p1,0.5
11,2,p2,0.5
11,2,p1,0.6100000001024455
11,2,p2,0.7800000000279397
11,2,p1,0.3799999998882413
11,2,p2,0.35999999986961484
11,2,p1,0.6199999998789281
11,2,p2,0.7000000001862645
11,2,p1,0.5600000000558794
11,2,p2,0.5
11,2,p1,0.3700000001117587
11,2,p2,0.3700000001117587
11,2,p1,0.5
11,2,p2,0.5100000000093132
11,3,p1,0.6100000001024455
11,3,p2,0.6200000001117587
11,3,p1,0.38000000012107193
11,3,p2,0.3899999998975545
11,3,p1,0.8599999998696148
11,3,p2,0.8799999998882413
11,3,p1,0.5200000000186265
11,3,p2,0.5
11,3,p1,0.75
11,3,p2,0.7399999999906868
11,3,p1,0.6199999998789281
11,3,p2,0.8700000001117587
11,3,p1,0.4899999999906868
11,3,p2,0.5
11,3,p1,0.7399999999906868
11,3,p2,0.7600000000093132
11,3,p1,0.6099999998696148
11,3,p2,0.6200000001117587
11,3,p1,0.75
11,3,p2,0.75
11,4,p1,0.75
11,4,p2,0.75
11,4,p1,0.8899999998975545
11,4,p2,0.8800000001210719
11,4,p1,0.8700000001117587
11,4,p2,0.8699999998789281
11,4,p1,1.1299999998882413
11,4,p2,1.279999999795109
11,4,p1,0.75
11,4,p2,0.7299999999813735
11,4,p1,0.7299999999813735
11,4,p2,0.75
11,4,p1,0.7299999999813735
11,4,p2,0.75
11,4,p1,0.6299999998882413
11,4,p2,0.6299999998882413
11,4,p1,0.8600000001024455
11,4,p2,0.8700000001117587
11,4,p1,0.75
11,4,p2,0.7299999999813735
11,5,p1,1
11,5,p2,1
11,5,p1,0.8700000001117587
11,5,p2,0.8800000001210719
11,5,p1,0.75
11,5,p2,0.75
11,5,p1,0.8899999998975545
11,5,p2,0.8800000001210719
11,5,p1,1
11,5,p2,1
11,5,p1,0.7700000000186265
11,5,p2,0.7399999999906868
11,5,p1,1
11,5,p2,1
11,5,p1,1.0500000000465661
11,5,p2,0.8600000001024455
11,5,p1,0.75
11,5,p2,0.7399999999906868
11,5,p1,0.8699999998789281
11,5,p2,0.8900000001303852
11,6,p1,1.1100000001024455
11,6,p2,1.1000000000931323
11,6,p1,1.2600000000093132
11,6,p2,1.2399999999906868
11,6,p1,1.1299999998882413
11,6,p2,1.1100000001024455
11,6,p1,1.25
11,6,p2,1.3899999998975545
11,6,p1,1.1600000001490116
11,6,p2,1.1399999998975545
11,6,p1,1.1499999999068677
11,6,p2,1.1200000001117587
11,6,p1,1
11,6,p2,1
11,6,p1,1.1099999998696148
11,6,p2,1.25
11,6,p1,1.2600000000093132
11,6,p2,1.0200000000186265
11,6,p1,0.8700000001117587
11,6,p2,0.8700000001117587
12,1,p1,0.36999999987892807
12,1,p2,0.39999999990686774
12,1,p1,0.3700000001117587
12,1,p2,0.3700000001117587
12,1,p1,0.3700000001117587
12,1,p2,0.3799999998882413
12,1,p1,0.36999999987892807
12,1,p2,0.3700000001117587
12,1,p1,0.38000000012107193
12,1,p2,0.3700000001117587
12,1,p1,0.36999999987892807
12,1,p2,0.3899999998975545
12,1,p1,0.3899999998975545
12,1,p2,0.3600000001024455
12,1,p1,0.3700000001117587
12,1,p2,0.36999999987892807
12,1,p1,0.3799999998882413
12,1,p2,0.3799999998882413
12,1,p1,0.3700000001117587
12,1,p2,0.3700000001117587
12,2,p1,0.3700000001117587
12,2,p2,0.3799999998882413
12,2,p1,0.6199999998789281
12,2,p2,0.6200000001117587
12,2,p1,0.4899999999906868
12,2,p2,0.5
12,2,p1,0.7399999999906868
12,2,p2,0.75
12,2,p1,0.6199999998789281
12,2,p2,0.6100000001024455
12,2,p1,0.7399999999906868
12,2,p2,0.7399999999906868
12,2,p1,0.6399999998975545
12,2,p2,0.3799999998882413
12,2,p1,0.7699999997857958
12,2,p2,0.75
12,2,p1,0.47999999998137355
12,2,p2,0.5
12,2,p1,0.6199999998789281
12,2,p2,0.6099999998696148
12,3,p1,1.0600000000558794
12,3,p2,1.1699999999254942
12,3,p1,0.7399999999906868
12,3,p2,0.75
12,3,p1,0.6299999998882413
12,3,p2,0.6199999998789281
12,3,p1,0.7300000002142042
12,3,p2,0.7700000000186265
12,3,p1,0.6100000001024455
12,3,p2,0.6299999998882413
12,3,p1,0.8599999998696148
12,3,p2,0.8999999999068677
12,3,p1,1.0100000000093132
12,3,p2,1
12,3,p1,0.75
12,3,p2,0.7399999999906868
12,3,p1,0.5100000000093132
12,3,p2,0.5
12,3,p1,1
12,3,p2,1
12,4,p1,0.8699999998789281
12,4,p2,0.6299999998882413
12,4,p1,0.75
12,4,p2,0.75
12,4,p1,0.7700000000186265
12,4,p2,0.7299999999813735
12,4,p1,0.75
12,4,p2,0.75
12,4,p1,0.9799999999813735
12,4,p2,1
12,4,p1,1
12,4,p2,1.1600000001490116
12,4,p1,0.8599999998696148
12,4,p2,0.8699999998789281
12,4,p1,1.0200000000186265
12,4,p2,1
12,4,p1,1.0700000000651926
12,4,p2,1
12,4,p1,0.8899999998975545
12,4,p2,0.8600000001024455
12,5,p1,0.75
12,5,p2,0.75
12,5,p1,0.8799999998882413
12,5,p2,0.8899999998975545
12,5,p1,0.7300000002142042
12,5,p2,0.75
12,5,p1,0.9899999999906868
12,5,p2,1
12,5,p1,0.8599999998696148
12,5,p2,0.8699999998789281
12,5,p1,0.9899999999906868
12,5,p2,1.0100000000093132
12,5,p1,0.7299999999813735
12,5,p2,0.75
12,5,p1,0.7299999999813735
12,5,p2,0.75
12,5,p1,1.2800000000279397
12,5,p2,1.1100000001024455
12,5,p1,1.2399999999906868
12,5,p2,1.25
12,6,p1,1
12,6,p2,1
12,6,p1,0.8599999998696148
12,6,p2,0.8700000001117587
12,6,p1,1.130000000121072
12,6,p2,1.1200000001117587
12,6,p1,1.119999999878928
12,6,p2,1.1299999998882413
12,6,p1,1.2299999999813735
12,6,p2,1.2399999999906868
12,6,p1,1.130000000121072
12,6,p2,1.1299999998882413
12,6,p1,1.2299999999813735
12,6,p2,1.2700000000186265
12,6,p1,0.8600000001024455
12,6,p2,1.1200000001117587
12,6,p1,1.4199999999254942
12,6,p2,1.25
12,6,p1,0.8799999998882413
12,6,p2,0.8599999998696148
